id	old_slug	slug	name	birth_year	death_year	status	merged_into_person_id	review_result	evidence
d88e3ea6-1b5b-4525-9f58-771e3f16b052	tokutomi-kei	tokutomi-kei	徳冨 圭			active		変更なし・全項目確認済みを意味しない	—
2b8e1782-d9fd-4174-a62f-01db98fc4409	komatsu-tetsuro	komatsu-tetsuro	小松 哲郎	1930		active		修正	https://id.ndl.go.jp/auth/ndlna/00802770
6394fa9a-c2a8-4602-a703-f58c1e52e9b2	miyata-hisako	miyata-hisako	宮田 久子			active		変更なし・全項目確認済みを意味しない	—
69b73a44-fc79-45c7-b2eb-0eb43343d52e	hiraishi-kiyotaka	hiraishi-kiyotaka	平石 清隆	1963		active		修正	https://id.ndl.go.jp/auth/ndlna/033352038
c27242c2-0cdb-4ad3-9eb6-f015b4b4fe8d	p-c4y57k	p-c4y57k	瀬戸 海惠			active		変更なし・全項目確認済みを意味しない	—
d779f343-7164-468b-a007-257d031b0649	ogawa-masayo	ogawa-masayo	小川 昌代			active		変更なし・全項目確認済みを意味しない	—
ee32136b-af0e-4e1d-830d-2335ead9fd20	inagaki-katsuhiko	inagaki-katsuhiko	稲垣 克彦			active		変更なし・全項目確認済みを意味しない	—
1675a58b-9735-434e-a972-084c1cf20cbd	sawai-harumi	sawai-harumi	澤井 春美			active		変更なし・全項目確認済みを意味しない	—
2a31cbe0-7ce3-41a7-9cc1-8eed44e50323	yoneda-noriyuki	yoneda-noriyuki	米田 儀行			active		変更なし・全項目確認済みを意味しない	—
5a07d9b8-c853-4101-bf96-8da3d4769f9d	p-1bk86gi	p-1bk86gi	千口 昇			active		変更なし・全項目確認済みを意味しない	—
0b6ea5f1-8605-493a-8456-d66c1bb8af52	yae-masako	yae-masako	八重 昌子			active		変更なし・全項目確認済みを意味しない	—
b53e7960-a9e3-47bc-97ff-626dcb4f5a5d	maruno-kazuko	maruno-kazuko	丸野 和子			active		変更なし・全項目確認済みを意味しない	—
917c6470-4f63-4bd7-84e7-65a2ea47ef7d	ota-kamus-okkay	ota-kamus-okkay	太田 カムㇱオッカイ			active		変更なし・全項目確認済みを意味しない	—
79e3a307-ab0c-4344-97c7-ecaefca227b8	matsuno-ayaka	matsuno-ayaka	松野 綾香			active		変更なし・全項目確認済みを意味しない	—
9919f7de-735b-435a-a400-e82557a0e023	isobe-etsuko	isobe-etsuko	磯部 恵津子			active		変更なし・全項目確認済みを意味しない	—
cb202852-8439-4cf4-a824-54655e85c45f	tazawa-takashi	tazawa-takashi	田澤 崇			active		変更なし・全項目確認済みを意味しない	—
9bb1d816-039d-4a55-a8e8-0f30034242e0	narita-hidetoshi	narita-hidetoshi	成田 英敏			active		変更なし・全項目確認済みを意味しない	—
582199b2-7edc-49fb-a495-c9ebb8c843ff	katayama-tatsumine	katayama-tatsumine	片山 龍峯		2004	active		変更なし・全項目確認済みを意味しない	—
87be5745-8c07-4a74-86f2-5166f049357d	kanno-yuko	kanno-yuko	菅野 由布子			active		変更なし・全項目確認済みを意味しない	—
7a9d60d8-4d61-4bae-9b2d-e84285e5b43a	nabesawa-motozo	nabesawa-motozo	鍋沢 元蔵	1886	1967	active		修正	https://id.ndl.go.jp/auth/ndlna/00049485
afaa683f-d1d0-42b0-8231-e0d2020da481	orita-suteno	orita-suteno	織田 ステノ	1902	1993	active		変更なし・全項目確認済みを意味しない	—
87334f7a-6d3f-40c3-adfe-fcb461cd92d9	ueda-toshi	ueda-toshi	上田 トシ		2005	active		変更なし・全項目確認済みを意味しない	—
8699fa09-9b15-4211-ad8a-f780ff085118	stephanie	stephanie	ステファニー			active		変更なし・全項目確認済みを意味しない	—
5dae855e-4f63-4a3f-9b39-4199483270d9	rikkoppe	rikkoppe	リッコッペ			active		変更なし・全項目確認済みを意味しない	—
a39347ea-27f6-474a-9ab3-785be9fc1070	penrek	penrek	ペンレㇰ			active		変更なし・全項目確認済みを意味しない	—
79d0fccb-bded-490e-b970-b4aebbcd7dae	retannay	retannay	レタンナイ			active		変更なし・全項目確認済みを意味しない	—
23675ef4-4489-405f-92d4-d0364a48f2f6	keci	keci	ケチ			active		変更なし・全項目確認済みを意味しない	—
70fa4b52-f6fb-42d0-acca-48019f5e2c58	rariw	rariw	ラリウ			active		変更なし・全項目確認済みを意味しない	—
996efaa7-538e-490d-9c32-5fd1acf9dcd9	kuwanno	kuwanno	クワンノ			active		変更なし・全項目確認済みを意味しない	—
89674b9d-ef7e-4a1c-909a-8534c9ba4f0f	sicchari	sicchari	シッチャリ			active		変更なし・全項目確認済みを意味しない	—
87e7d85e-86d7-4d53-bc97-2cd458075381	toyokawa-yoko	toyokawa-yoko	豊川 容子			active		変更なし・全項目確認済みを意味しない	—
ba8c43ab-1b48-41ab-b037-2a567f11291a	poronay	poronay	ポロナイ			active		変更なし・全項目確認済みを意味しない	—
6109aed4-e89c-4988-bd68-e3e1f75970c7	kuzuno-tatsujiro	kuzuno-tatsujiro	葛野 辰次郎	1910	2002	active		変更なし・全項目確認済みを意味しない	—
b408cb04-ce4c-4e1f-944b-3142aa6c3d11	hiraga-sadamo	hiraga-sadamo	平賀 さだも		1972	merged	18e97669-8165-4060-b46a-a2682a382c06	統合	—
5d23b041-5db6-4253-bb42-29f094578f7b	kaizawa-turushino	kaizawa-turushino	貝澤 とぅるしの	1889	1982	active		修正	https://nibutani-ainu-museum.com/pdf/ainu_gaiyou.pdf
520b5c9f-1365-4b3f-9742-3d379678a2b2	hirame-yoshi	hirame-yoshi	平目 よし	1899	1973	active		修正	https://nibutani-ainu-museum.com/pdf/ainu_gaiyou.pdf
11b590dd-bbde-4011-9e80-f8a88170d976	kurokawa-teshime	kurokawa-teshime	黒川 てしめ	1895	1973	active		修正	https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/73701/1/Tangiku20181106.pdf
1cfa0e40-82f8-461a-a042-af8a8fbf4f1a	nabesawa-nepuki	nabesawa-nepuki	鍋澤 ねぷき	1889	1974	active		修正	https://nibutani-ainu-museum.com/pdf/ainu_gaiyou.pdf
646edd79-8717-4f23-9780-c1c6cf3a8b7f	matsushima-tomi	matsushima-tomi	松島 トミ		2010	active		変更なし・全項目確認済みを意味しない	—
a81af09f-c6da-41d5-b9ff-ffe95ec246ef	ogawa-shigeno	ogawa-shigeno	小川 シゲノ			active		変更なし・全項目確認済みを意味しない	—
89b3b0d6-e0a7-4409-adc9-41b5a28ef871	toshima-taneranke	toshima-taneranke	遠島 タネランケ		1970	active		変更なし・全項目確認済みを意味しない	—
69ae55bb-78be-4a08-85a4-6a3ea6adf985	sawai-tomeno	sawai-tomeno	沢井 トメノ			active		変更なし・全項目確認済みを意味しない	—
7453badf-b355-4c4f-9751-ebc0aebaea22	sean-lee	sean-lee	Sean Lee			active		変更なし・全項目確認済みを意味しない	—
45181b7f-fd62-417e-8075-901b718b30e7	toshikazu-hasegawa	toshikazu-hasegawa	Toshikazu Hasegawa			active		変更なし・全項目確認済みを意味しない	—
82566cea-4ea4-4829-8261-5ba5fc3493ed	yukio-dodo	yukio-dodo	Yukio Dodo			active		変更なし・全項目確認済みを意味しない	—
9ea782fa-94e8-47f3-a986-0a547b3926f9	kylie-martin	kylie-martin	Kylie Martin			active		変更なし・全項目確認済みを意味しない	—
ed113723-e086-4dd9-907c-480557eee021	tsunehiko-hanihara	tsunehiko-hanihara	Tsunehiko Hanihara			active		変更なし・全項目確認済みを意味しない	—
a4e3c843-6a97-4728-a085-0791b3fbb5de	emiko-ohnuki-tierney	emiko-ohnuki-tierney	Emiko Ohnuki‐Tierney			active		変更なし・全項目確認済みを意味しない	—
109964bc-ea11-4cb0-b142-ea11fb56a523	michele-m-mason	michele-m-mason	Michele M. Mason			active		変更なし・全項目確認済みを意味しない	—
210ce8ea-907f-48b2-87e1-34481a087bdc	ishida-hajime	ishida-hajime	石田 肇	1956		active		修正	https://id.ndl.go.jp/auth/ndlna/01240181
0e707112-f18a-4303-8b0b-339cab6cd441	jose-andres-alonso-de-la-fuente	jose-andres-alonso-de-la-fuente	José Andrés Alonso de la Fuente			active		変更なし・全項目確認済みを意味しない	—
96e178ba-825d-47b7-9451-c1c37edb18ef	micha-ptaszynski	micha-ptaszynski	Michał Ptaszyński			merged	ddbab99a-0b5d-48f3-9b46-7218adc455fb	統合	—
94e24cfd-a7b6-4126-a07b-24b17712df91	masui-fumito	masui-fumito	桝井 文人			active		変更なし・全項目確認済みを意味しない	—
72b80723-2f53-4c20-9920-b75a89c44a96	georgina-stevens	georgina-stevens	Georgina Stevens			active		変更なし・全項目確認済みを意味しない	—
600877bf-4e2a-485f-8ae2-a236d0269efb	xanat-vargas-meza	xanat-vargas-meza	Xanat Vargas Meza			active		変更なし・全項目確認済みを意味しない	—
dab9b5ba-b11b-46b0-8307-25c755d911c2	yoichi-ochiai	yoichi-ochiai	Yoichi Ochiai			active		変更なし・全項目確認済みを意味しない	—
d108c8ee-8810-4446-a832-a9306e9d58b5	fred-c-c-peng	fred-c-c-peng	Fred C.C. Peng			active		変更なし・全項目確認済みを意味しない	—
563d6aa3-f007-4902-a0d1-cd5f1c0bd1a0	justin-r-hunter	justin-r-hunter	Justin R. Hunter			active		変更なし・全項目確認済みを意味しない	—
37be6fd3-9dc1-4e14-b5ea-58a27be18cf2	alfred-f-majewicz	alfred-f-majewicz	Alfred F. Majewicz	1949		active		変更なし・全項目確認済みを意味しない	—
230fc285-03c7-454f-8e53-0c92c921261c	kagami-akikatsu	kagami-akikatsu	鏡味 明克	1936		active		変更なし・全項目確認済みを意味しない	—
510ff4a1-28c4-47c2-aec7-ca3b9c933c83	hirano-katsuya	hirano-katsuya	平野 克弥	1967		active		修正	https://id.ndl.go.jp/auth/ndlna/01131179
7b9bd95c-75d1-409b-8531-4924d2c74323	wawat-rahwati	wawat-rahwati	Wawat Rahwati			active		変更なし・全項目確認済みを意味しない	—
a8d7d3c9-b49b-406e-81b1-8f8b8b63eba8	noriaki-ohgita	noriaki-ohgita	Noriaki Ohgita			active		変更なし・全項目確認済みを意味しない	—
fa663780-97f4-4dd4-a40f-15712335bf71	vasilii-v-shchepkin	vasilii-v-shchepkin	Vasilii V. Shchepkin			active		変更なし・全項目確認済みを意味しない	—
3cef3327-90e3-41c7-9bf5-8c0c509270c9	tatsiana-tsagelnik	tatsiana-tsagelnik	Tatsiana Tsagelnik			active		変更なし・全項目確認済みを意味しない	—
ea09d737-9d20-4537-8f79-b33f284231b5	shiraishi-hidetoshi	shiraishi-hidetoshi	白石 英才			active		変更なし・全項目確認済みを意味しない	—
4bc67fac-d393-41b4-bef2-a1bfb28f0ba7	kohei-matsuura	kohei-matsuura	Kohei Matsuura			merged	cf1207de-02de-42c9-a2c9-a9280f7b79c1	統合	—
6474903b-982c-4f6e-b743-21e753ceaa65	masato-mimura	masato-mimura	Masato Mimura			active		変更なし・全項目確認済みを意味しない	—
a36ce639-3995-4a65-89f0-03335e80bdbf	tatsuya-kawahara	tatsuya-kawahara	河原 達也	1964		active		変更なし・全項目確認済みを意味しない	—
a94eb948-27d9-4c1f-a6c9-3fcb8f1520cb	yamada-takako	yamada-takako	山田 孝子	1948		active		修正	https://id.ndl.go.jp/auth/ndlna/00360835
2e3acfca-9c33-47bc-926b-8607141ff54e	p-yrdqvb	p-yrdqvb	Е. С. Чекункова			active		変更なし・全項目確認済みを意味しない	—
1061ca0c-df2e-4e8f-a730-fe8504721249	patrick-heinrich	patrick-heinrich	Patrick Heinrich			active		変更なし・全項目確認済みを意味しない	—
f44448ca-9b2c-46fd-bd5a-84cf0e132ee6	p-zczg8j	p-zczg8j	英才 白石			merged	ea09d737-9d20-4537-8f79-b33f284231b5	統合	—
7625bd22-f697-448e-a718-72776c0fb4c1	alexander-akulov	alexander-akulov	Alexander Akulov			merged	a29a8cd5-0644-4535-b629-fea1291f6cdc	統合	—
723ab052-c159-412a-817d-d4274400a77b	mark-winchester	mark-winchester	Mark Winchester			active		変更なし・全項目確認済みを意味しない	—
d440c3ae-ccc4-4d52-b124-186cca67a218	ivan-brenes	ivan-brenes	Ivan Brenes			active		変更なし・全項目確認済みを意味しない	—
e489137d-0418-4842-9c38-7e10db3779f1	p-1hnx9qy	p-1hnx9qy	阿部 長三郎			merged	8c600665-0f2e-4218-aa88-c07aea17ebe7	統合	—
86557907-700a-4196-ba33-af1fdd09b15d	kruzenshtern-ivan-fedorovich-1770-1846	kruzenshtern-ivan-fedorovich-1770-1846	Kruzenshtern, Ivan Fedorovich, 1770-1846	1770	1846	active		修正	https://id.ndl.go.jp/auth/ndlna/00446425
730f7758-f66e-4f46-91a9-fcebed9e0389	davydov-gavriil-ivanovich-1784-1809	davydov-gavriil-ivanovich-1784-1809	Davydov, Gavriil Ivanovich, 1784-1809		1809	active		変更なし・全項目確認済みを意味しない	—
7fc69d4f-5238-4498-9144-f1044cdd43ec	chamberlain-basil-hall-1850-1935	chamberlain-basil-hall-1850-1935	Chamberlain, Basil Hall, 1850-1935	1850	1935	merged	6ff12f13-4a68-4563-a03a-6ce0c5769e48	統合	https://id.ndl.go.jp/auth/ndlna/00435646
00586823-af21-49aa-86ac-02794552c0ab	carl-etter	carl-etter	Carl Etter			active		変更なし・全項目確認済みを意味しない	—
6ff12f13-4a68-4563-a03a-6ce0c5769e48	basil-hall-chamberlain	basil-hall-chamberlain	Basil Hall Chamberlain	1850	1935	active		変更なし・全項目確認済みを意味しない	—
e5ae8f06-231a-478a-8c04-035affe991c1	p-ay1sl9	p-ay1sl9	飯野 正典	1936		active		修正	https://id.ndl.go.jp/auth/ndlna/00211070
b8796b72-2aea-42da-a69d-f3f9bae65d54	chiri-takanaka	chiri-takanaka	知里 高央	1907	1965	active		修正	https://id.ndl.go.jp/auth/ndlna/00084155
5483f19c-add9-4ef7-8aee-8e3b449c8403	yokoyama-takao	yokoyama-takao	横山 孝雄	1937	2019	active		変更なし・全項目確認済みを意味しない	—
f686ecab-4316-4eea-8300-9ec0c232530f	chiri-mutsumi	chiri-mutsumi	知里 むつみ	1948	2016	active		変更なし・全項目確認済みを意味しない	—
e8794def-749a-4c8e-9cf1-2190cd678a7c	isobe-seiichi	isobe-seiichi	礒部 精一			active		変更なし・全項目確認済みを意味しない	—
4a4e9252-47d5-4a7f-909f-48852fafdea0	yamaji-hiroaki	yamaji-hiroaki	山路 広明			active		変更なし・全項目確認済みを意味しない	—
0b32e1e3-d407-49f5-ba3a-201132a415e5	kubodera-itsuhiko	kubodera-itsuhiko	久保寺 逸彦	1902	1971	active		変更なし・全項目確認済みを意味しない	—
d0268c40-1123-48a2-99a9-32c3cf751b80	sasaki-kotaro	sasaki-kotaro	佐々木 弘太郎	1923		active		修正	https://id.ndl.go.jp/auth/ndlna/00067381
43f4ef4e-6268-4ff2-ba12-89e57cdcf997	otomo-yukio	otomo-yukio	大友 幸男	1924	1999	active		修正	https://id.ndl.go.jp/auth/ndlna/00367668
fffe4392-984d-4d7e-955d-ca55b9e6daa9	okamura-kichiemon	okamura-kichiemon	岡村 吉右衛門	1916	2002	active		変更なし・全項目確認済みを意味しない	—
78186cfe-32d8-4c53-ac99-b7aa491f35b5	p-f77x97	p-f77x97	北道 邦彦	1935		active		修正	https://id.ndl.go.jp/auth/ndlna/00794881
9a2193bb-d99b-4a34-9d6e-44f2e7514abb	p-1wrmcss	p-1wrmcss	立石 久雄	1926		active		修正	https://id.ndl.go.jp/auth/ndlna/00204946
592006fa-95e1-4086-83a5-998fbbe97d6a	keira-mitsunori	keira-mitsunori	計良 光範	1944	2015	active		修正	https://id.ndl.go.jp/auth/ndlna/00395366
a018aecf-695a-4cf0-8643-59888909ec2b	haginaka-mie	haginaka-mie	萩中 美枝	1927	2021	active		変更なし・全項目確認済みを意味しない	—
876d7586-54b5-4d95-93da-a62720e38030	kondo-kyojiro	kondo-kyojiro	近藤 鏡二郎	1913	1975	active		変更なし・全項目確認済みを意味しない	—
d941b45f-d0ff-4db1-b803-71c96ceaaf0b	kosaka-yosuke	kosaka-yosuke	小坂 洋右	1961		active		変更なし・全項目確認済みを意味しない	—
c66c4e08-910f-400c-9255-f568f450742b	matsuyoshi-sadao	matsuyoshi-sadao	松好 貞夫	1899	1982	active		変更なし・全項目確認済みを意味しない	—
185224ab-5546-417e-9a49-772cd7a89407	arakida-iehisa	arakida-iehisa	荒木田 家寿	1902	1981	active		修正	https://id.ndl.go.jp/auth/ndlna/00003041
fafbfd60-3b6b-4130-92a9-5661de3ad2bd	p-1h7mpe9	p-1h7mpe9	下川 苔地			active		変更なし・全項目確認済みを意味しない	—
dad2c30a-c920-41b6-9a18-ef346507825f	p-y0a5qq	p-y0a5qq	四辻 一朗	1914		active		修正	https://id.ndl.go.jp/auth/ndlna/00098209
d77dcbab-7478-47ad-b60f-28e56f2d5806	kawai-raseki	kawai-raseki	河合 裸石	1883	1941	active		変更なし・全項目確認済みを意味しない	—
bfb70f1e-7c78-46c1-9536-ce2f28b2239d	jinbo-kotora	jinbo-kotora	神保 小虎	1867	1924	active		変更なし・全項目確認済みを意味しない	—
6c8a25cc-98c9-4f80-bbe0-707cb033527d	yoshida-iwao	yoshida-iwao	吉田 巌	1882	1963	active		修正	https://id.ndl.go.jp/auth/ndlna/00096802
39907190-b751-4557-87f4-3a22ee3ceded	kobayashi-masao	kobayashi-masao	小林 正雄	1916		active		修正	https://id.ndl.go.jp/auth/ndlna/00033225 | https://id.ndl.go.jp/auth/ndlna/00033225
07d047c1-e723-498f-ab25-d2d44b2b9be2	shiga-setsuko	shiga-setsuko	志賀 雪湖			active		変更なし・全項目確認済みを意味しない	—
2edcfd30-93d9-41bc-9aa6-17d25da392f1	p-17c61nk	p-17c61nk	英雄 切替		2021	merged	53d7a37b-8099-4ace-8d8d-df1472745aa5	統合	—
168104b9-4e54-4331-9527-d3c7873e8cd7	p-u0mwi1	p-u0mwi1	すず子 田村		2015	merged	c46bb3ca-4f2f-4887-8819-fdc63cf38a07	統合	—
9c381024-8178-4896-bc99-ab750b20f4c8	mark-k-watson	mark-k-watson	Mark K. Watson			active		変更なし・全項目確認済みを意味しない	—
0bcaaa3b-0eb8-4703-86d1-60754961b2a7	john-c-maher	john-c-maher	マーハ ジョン C.	1951		active		変更なし・全項目確認済みを意味しない	—
4ef6035e-5d77-4371-81ac-3b2859e4fd66	gayman-jeffry	gayman-jeffry	Jeffry Gayman			active		変更なし・全項目確認済みを意味しない	—
e29ab0f2-6e9f-46ad-b92b-8fbb66286173	bronis-aw-pi-sudski	bronis-aw-pi-sudski	Bronisław Piłsudski	1866	1918	active		変更なし・全項目確認済みを意味しない	—
691ca2b1-7753-4a36-b47f-c7b9ce6e452a	maruyama-hiroshi	maruyama-hiroshi	丸山 博			active		変更なし・全項目確認済みを意味しない	—
9e72101a-51e4-463b-b229-4699403be1f4	naohiro-nakamura	naohiro-nakamura	Naohiro Nakamura			active		変更なし・全項目確認済みを意味しない	—
ac834cf1-cd9d-4147-8af9-5e6239457839	richard-w-howell	richard-w-howell	Richard W. Howell			active		変更なし・全項目確認済みを意味しない	—
8e685e45-217a-4418-a200-2a488869407d	takayuki-okazaki	takayuki-okazaki	Takayuki Okazaki			active		変更なし・全項目確認済みを意味しない	—
e8579501-d13f-4e7f-bc01-2cca5d609944	josef-kreiner	josef-kreiner	クライナー ヨーゼフ	1940		active		変更なし・全項目確認済みを意味しない	—
15358415-3838-4db0-881f-bd79e40ef251	nana-sato-rossberg	nana-sato-rossberg	佐藤 ロスベアグ ナナ			active		変更なし・全項目確認済みを意味しない	—
249a231e-2a56-489b-b18b-3ba583bc5541	minako-sakata	minako-sakata	坂田 美奈子	1969		active		修正	https://id.ndl.go.jp/auth/ndlna/001092869
b4d517e1-f21e-4434-a05b-e3c94409ee34	takeshi-kimura	takeshi-kimura	Takeshi Kimura			active		変更なし・全項目確認済みを意味しない	—
f2654d94-c503-470f-8d46-dfeed3e63a37	jennifer-teeter	jennifer-teeter	Jennifer Teeter			active		変更なし・全項目確認済みを意味しない	—
6fd8ee7a-8dfd-40f3-a6a4-f36a2fc9beb4	saana-santalahti	saana-santalahti	Saana Santalahti			active		変更なし・全項目確認済みを意味しない	—
970d3307-1090-4d9a-bb9b-cdcd56b9687f	george-simeon	george-simeon	George Simeon	1934	2016	active		変更なし・全項目確認済みを意味しない	—
0e7906de-439d-43f6-9495-da14b4b6ccfb	kirsten-refsing	kirsten-refsing	Kirsten Refsing	1948	2023	active		修正	https://pressto.amu.edu.pl/index.php/linpo/article/view/46190
1c9aa84e-376b-41a9-8770-1cdbd78e4c3d	moses-osamu-baba	moses-osamu-baba	Moses Osamu Baba			active		変更なし・全項目確認済みを意味しない	—
ee5ae523-e6cd-469b-abdf-ffe38f669b43	yoko-tanabe	yoko-tanabe	Yoko Tanabe			active		変更なし・全項目確認済みを意味しない	—
bd2ea4e5-2770-4d2a-84a1-ea43242a1ccf	hiroshi-echizen-ya	hiroshi-echizen-ya	Hiroshi Echizen‐ya			merged	910560fb-aa37-4354-b336-c466c330458c	統合	—
aa196132-a858-4bbf-9edf-d895faa86309	kenji-araki	kenji-araki	荒木健治	1959		active		修正	https://id.ndl.go.jp/auth/ndlna/00980282 | https://id.ndl.go.jp/auth/ndlna/00980282
2f463c17-f401-46b4-8f09-8fc577726cb6	koji-tochinai	koji-tochinai	栃内 香次	1939		active		変更なし・全項目確認済みを意味しない	—
8714e212-3823-4f31-8e5a-9a16764e0f37	donald-l-philippi	donald-l-philippi	Donald L. Philippi	1930	1993	active		修正	https://web.archive.org/web/20190901121816/http://www.jai2.com/dlpobit.htm
a569844a-770f-451f-9c24-868e0aa932c3	kiyoteru-tsutsui	kiyoteru-tsutsui	Kiyoteru Tsutsui			active		変更なし・全項目確認済みを意味しない	—
55496e04-8113-42ec-a4d3-95b12c17ab51	johannes-rahder	johannes-rahder	Johannes Rahder	1898	1988	active		変更なし・全項目確認済みを意味しない	—
79c1d01a-2577-4764-bdc9-6ea5198d7799	mara-miller	mara-miller	Mara Miller			active		変更なし・全項目確認済みを意味しない	—
09120447-9f3b-437d-a941-7d5c408c0290	yamasaki-koji	yamasaki-koji	山崎 幸治	1975		active		修正	https://id.ndl.go.jp/auth/ndlna/001109228
e8ec638f-baca-4e61-a263-064d52a41338	tresi-nonno	tresi-nonno	Tresi Nonno			active		変更なし・全項目確認済みを意味しない	—
d6a27f83-78ad-4497-980a-bbb0c23bf45d	theresa-savage	theresa-savage	Theresa Savage			active		変更なし・全項目確認済みを意味しない	—
a65c8575-0bd0-47dd-a092-87e169637f9c	john-kupchik	john-kupchik	John Kupchik			active		変更なし・全項目確認済みを意味しない	—
ea4b7c98-ecf8-42d9-912a-062684f263ea	yuko-kameda	yuko-kameda	Yuko Kameda			active		変更なし・全項目確認済みを意味しない	—
11f6a951-cdf3-46ed-9dba-691f2de2d6be	hayato-kasuga	hayato-kasuga	Hayato Kasuga			active		変更なし・全項目確認済みを意味しない	—
149ccbec-b734-4f36-849f-11ea32fa294a	yumiko-ohara	yumiko-ohara	Yumiko Ohara			active		変更なし・全項目確認済みを意味しない	—
47c52866-b61b-4ac7-aa70-251e3c74ed84	v-m-alpatov	v-m-alpatov	V. M. Alpatov			active		変更なし・全項目確認済みを意味しない	—
9b9c9acd-dfb6-4dd5-9bf8-45dc87876103	sarah-m-strong	sarah-m-strong	Sarah M. Strong			active		変更なし・全項目確認済みを意味しない	—
dde2ee7f-b572-49cf-90c0-907a711e9c75	hans-dieter-olschleger	hans-dieter-olschleger	Hans Dieter Ölschleger	1952		active		変更なし・全項目確認済みを意味しない	—
f1784948-58f1-441a-b5b9-f123c881a678	david-l-howell	david-l-howell	David L. Howell			active		変更なし・全項目確認済みを意味しない	—
8ffbce66-3705-4d6a-aa82-6c8c80a43a4b	mark-j-hudson	mark-j-hudson	Mark J. Hudson	1963		active		変更なし・全項目確認済みを意味しない	—
35cbd4e1-eb35-43fe-b58f-d129da4b80ce	sunazawa-kayo	sunazawa-kayo	Sunazawa Kayo			active		変更なし・全項目確認済みを意味しない	—
da89d3f5-0fe6-404a-8d2c-77c806dafa7f	ann-elise-lewallen	ann-elise-lewallen	ann-elise lewallen			active		変更なし・全項目確認済みを意味しない	—
bfa4153c-9cbc-4544-bb88-1e01f1a88446	shizue-ukaji	shizue-ukaji	宇梶 静江	1933		active		変更なし・全項目確認済みを意味しない	—
1b49c0af-f7b5-40ed-b69e-08e690ae2d9a	kazuyuki-tanimoto	kazuyuki-tanimoto	谷本 一之	1932	2009	active		変更なし・全項目確認済みを意味しない	—
11f718e1-0003-4d67-8b48-76593d16ccb7	david-w-hughes	david-w-hughes	David W. Hughes		2025	active		変更なし・全項目確認済みを意味しない	—
89637ae0-34fa-4874-b26f-fea18fd7855f	mikiso-hane	mikiso-hane	Mikiso Hane	1922	2003	active		修正	https://www.tributearchive.com/obituaries/16069452
1be466f9-a0ed-4d3a-87e8-9e77853ed1c8	kanako-uzawa	kanako-uzawa	Kanako Uzawa			active		変更なし・全項目確認済みを意味しない	—
84eb823c-e2c9-4e84-b7e7-74855267afd6	yolanda-munoz-gonzalez	yolanda-munoz-gonzalez	Yolanda Muñoz González			active		変更なし・全項目確認済みを意味しない	—
23000c31-6c04-4a2d-9934-bc6e366c8e23	tsuda-nobuko	tsuda-nobuko	Tsuda Nobuko			merged	70e98f0f-7ed7-4671-b97e-91de14b3c7fa	統合	—
7d7a8528-8494-43e7-92a6-a605df102f43	katarina-sjoberg	katarina-sjoberg	Katarina Sjoberg			active		変更なし・全項目確認済みを意味しない	—
d9075444-c63e-4aca-9435-6a002aedaa9d	simon-cotterill	simon-cotterill	Simon Cotterill			active		変更なし・全項目確認済みを意味しない	—
c922028a-252b-40d9-a788-a331dace8cf8	koji-maeda	koji-maeda	前田 耕司			active		修正	https://w-rdb.waseda.jp/html/100000515_ja.html
68c4ebd3-1f7b-45c8-bccd-9485da1a577a	sidney-c-h-cheung	sidney-c-h-cheung	Sidney C. H. Cheung			active		変更なし・全項目確認済みを意味しない	—
3b93ba79-8fc8-4055-89a0-e2b9f3ba05cd	michael-roellinghoff	michael-roellinghoff	Michael Roellinghoff			active		変更なし・全項目確認済みを意味しない	—
3e38c57d-3dda-4308-ac7e-a5c2331247f3	goro-shima	goro-shima	GORO SHIMA		1983	active		変更なし・全項目確認済みを意味しない	—
b2f638b8-7c2a-4042-84ed-488a80360eb8	takakura-shinichiro	takakura-shinichiro	高倉 新一郎	1902	1990	active		変更なし・全項目確認済みを意味しない	—
1e0c9ae4-65b2-47dd-bcb2-904c77958919	jun-ho-choe	jun-ho-choe	Jun-Ho Choe			active		変更なし・全項目確認済みを意味しない	—
421a5fa1-a1a8-49a8-bcba-5797da3ff6ac	norbert-r-adami	norbert-r-adami	Norbert R. Adami			active		変更なし・全項目確認済みを意味しない	—
fcea7571-665d-4ccd-b966-1ee51b1de5f2	hans-a-dettmer	hans-a-dettmer	Hans A. Dettmer	1927	2014	active		変更なし・全項目確認済みを意味しない	—
9f2a3436-263e-451c-b813-60b63c5b4f3d	kan-wada	kan-wada	和田 完	1933	2004	active		修正	https://id.ndl.go.jp/auth/ndlna/00089876
07edd587-1d39-4051-b864-3f591d7801a3	takashi-irimoto	takashi-irimoto	煎本 孝	1947		active		修正	https://id.ndl.go.jp/auth/ndlna/00131179
215203d9-755f-44f8-afab-3b6b571818bf	hirofumi-kato	hirofumi-kato	加藤 博文	1966		active		変更なし・全項目確認済みを意味しない	—
886964e8-d2f9-4e56-817a-418f8a20d8e5	fosco-maraini	fosco-maraini	Fosco Maraini	1912	2004	active		変更なし・全項目確認済みを意味しない	—
0d8e81a3-5504-4885-81cc-ad513d558a88	noemi-godefroy	noemi-godefroy	Noémi Godefroy			active		変更なし・全項目確認済みを意味しない	—
